Time,Balance
Thu Dec 28 2017 15:18:42 GMT-0500 (Eastern Standard Time),0.09560056270914537
Thu Dec 28 2017 15:19:42 GMT-0500 (Eastern Standard Time),0.0956197489092714
Thu Dec 28 2017 15:20:42 GMT-0500 (Eastern Standard Time),0.09492714128298091
Thu Dec 28 2017 15:21:42 GMT-0500 (Eastern Standard Time),0.0949238891503087
Thu Dec 28 2017 15:22:45 GMT-0500 (Eastern Standard Time),0.09490947400977806
Thu Dec 28 2017 15:23:42 GMT-0500 (Eastern Standard Time),0.09490721112657848
Thu Dec 28 2017 15:24:42 GMT-0500 (Eastern Standard Time),0.09492204771363123
Thu Dec 28 2017 15:25:42 GMT-0500 (Eastern Standard Time),0.09490863905355307
Thu Dec 28 2017 15:26:42 GMT-0500 (Eastern Standard Time),0.09490985928289473
Thu Dec 28 2017 15:27:42 GMT-0500 (Eastern Standard Time),0.09491353485184749
Thu Dec 28 2017 15:28:42 GMT-0500 (Eastern Standard Time),0.09490655892772293
Thu Dec 28 2017 15:29:42 GMT-0500 (Eastern Standard Time),0.09491252867714392
Thu Dec 28 2017 15:30:42 GMT-0500 (Eastern Standard Time),0.0949434728906998
Thu Dec 28 2017 15:31:42 GMT-0500 (Eastern Standard Time),0.09494524998246882
Thu Dec 28 2017 15:32:42 GMT-0500 (Eastern Standard Time),0.09493083219761714
Thu Dec 28 2017 15:33:42 GMT-0500 (Eastern Standard Time),0.09493286343146991
Thu Dec 28 2017 15:34:42 GMT-0500 (Eastern Standard Time),0.09493399503859427
Thu Dec 28 2017 15:35:42 GMT-0500 (Eastern Standard Time),0.09491370407127635
Thu Dec 28 2017 15:36:42 GMT-0500 (Eastern Standard Time),0.09491669783203065
Thu Dec 28 2017 15:37:42 GMT-0500 (Eastern Standard Time),0.09491635447643236
Thu Dec 28 2017 15:38:42 GMT-0500 (Eastern Standard Time),0.09492454720252017
Thu Dec 28 2017 15:39:42 GMT-0500 (Eastern Standard Time),0.09493388219543901
Thu Dec 28 2017 15:40:42 GMT-0500 (Eastern Standard Time),0.09493365858138471
Thu Dec 28 2017 15:41:42 GMT-0500 (Eastern Standard Time),0.0949475605106113
Thu Dec 28 2017 15:42:42 GMT-0500 (Eastern Standard Time),0.09497623052879064
Thu Dec 28 2017 15:43:42 GMT-0500 (Eastern Standard Time),0.09494978171122911
Thu Dec 28 2017 15:44:42 GMT-0500 (Eastern Standard Time),0.09495214805204809
Thu Dec 28 2017 15:45:42 GMT-0500 (Eastern Standard Time),0.09496735150446442
Thu Dec 28 2017 15:46:42 GMT-0500 (Eastern Standard Time),0.09498179114351893
Thu Dec 28 2017 15:47:42 GMT-0500 (Eastern Standard Time),0.09498334370229171
Thu Dec 28 2017 15:48:42 GMT-0500 (Eastern Standard Time),0.09496939450851755
Thu Dec 28 2017 15:49:42 GMT-0500 (Eastern Standard Time),0.0949661793482759
Thu Dec 28 2017 15:50:42 GMT-0500 (Eastern Standard Time),0.09696900729335883
Thu Dec 28 2017 15:51:42 GMT-0500 (Eastern Standard Time),0.09697291015610386
Thu Dec 28 2017 15:52:42 GMT-0500 (Eastern Standard Time),0.0969751712509811
Thu Dec 28 2017 15:53:42 GMT-0500 (Eastern Standard Time),0.09697504390141706
Thu Dec 28 2017 15:54:44 GMT-0500 (Eastern Standard Time),0.09697869547359436
Thu Dec 28 2017 15:55:42 GMT-0500 (Eastern Standard Time),0.09696894826221258
Thu Dec 28 2017 15:56:42 GMT-0500 (Eastern Standard Time),0.09697515228281467
Thu Dec 28 2017 15:57:42 GMT-0500 (Eastern Standard Time),0.09698961486006305
Thu Dec 28 2017 15:58:42 GMT-0500 (Eastern Standard Time),0.09698587379612908
Thu Dec 28 2017 15:59:42 GMT-0500 (Eastern Standard Time),0.09698510666931447
Thu Dec 28 2017 16:00:42 GMT-0500 (Eastern Standard Time),0.09697496239809761
Thu Dec 28 2017 16:01:42 GMT-0500 (Eastern Standard Time),0.09696813220912306
Thu Dec 28 2017 16:02:42 GMT-0500 (Eastern Standard Time),0.09699593981557046
Thu Dec 28 2017 16:03:42 GMT-0500 (Eastern Standard Time),0.09700068934023273
Thu Dec 28 2017 16:04:42 GMT-0500 (Eastern Standard Time),0.09700263012173793
Thu Dec 28 2017 16:05:43 GMT-0500 (Eastern Standard Time),0.0969774240343039
Thu Dec 28 2017 16:06:42 GMT-0500 (Eastern Standard Time),0.09698965286798591
